SpecialSymbolsCount;WordsCount;SymbolCount;lowercase;uppercase;LastSymbolPd;FirstKeyWord;PrevElementMark;CurElementMark;NextElementMark;FullBold;FullItalic;Alignment;KeepLinesTogether;KeepWithNext;LeftIndentation;LineSpacing;NoSpaceBetweenParagraphsOfSameStyle;OutlineLevel;PageBreakBefore;RightIndentation;SpaceAfter;SpaceBefore;SpecialIndentation
5;22;162;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
5;32;259;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
1;4;42;ЛОЖЬ;ЛОЖЬ;:;;c0;c0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
2;15;115;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
7;17;163;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
2;4;36;ЛОЖЬ;ЛОЖЬ;.;listLevel1;c0;d0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
3;26;221;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
2;13;92;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;f1;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
1;9;56;ЛОЖЬ;ЛОЖЬ;;Таблица;c0;f1;e1;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
1;9;68;ЛОЖЬ;ЛОЖЬ;;Таблица;e1;f1;e1;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
3;8;60;ЛОЖЬ;ЛОЖЬ;.;;e1;c0;f1;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
1;8;50;ЛОЖЬ;ЛОЖЬ;;Таблица;c0;f1;e1;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
1;8;62;ЛОЖЬ;ЛОЖЬ;;Таблица;e1;f1;e1;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
5;35;287;ЛОЖЬ;ЛОЖЬ;.;;e1;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-36
3;23;191;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;8;0;-36
1;7;52;ЛОЖЬ;ЛОЖЬ;:;;c0;c0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;8;0;-36
4;21;169;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
2;21;156;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
1;3;21;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
1;3;21;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
2;11;86;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;f1;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-35.45
1;9;69;ЛОЖЬ;ЛОЖЬ;;Таблица;c0;f1;e1;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
1;6;50;ЛОЖЬ;ЛОЖЬ;.;;e1;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-36
2;17;144;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;f1;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;8;0;-36
1;7;49;ЛОЖЬ;ЛОЖЬ;;Таблица;c0;f1;e1;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;8;0;0
3;27;237;ЛОЖЬ;ЛОЖЬ;.;;e1;c0;b23;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
1;3;23;ЛОЖЬ;ЛОЖЬ;;TitleLevel23;c0;b23;c0;ЛОЖЬ;ЛОЖЬ;Left;ИСТИНА;ИСТИНА;0;1.5;ЛОЖЬ;Level2;ЛОЖЬ;0;0;2;0
4;31;264;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
1;3;34;ЛОЖЬ;ЛОЖЬ;:;;c0;c0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
2;16;124;ЛОЖЬ;ЛОЖЬ;:;;d0;c0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-35.45
0;4;22;ЛОЖЬ;ЛОЖЬ;;;d0;b23;c0;ИСТИНА;ЛОЖЬ;Left;ИСТИНА;ИСТИНА;0;1.5;ЛОЖЬ;Level2;ЛОЖЬ;0;0;2;0
8;50;449;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;b1;ИСТИНА;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
0;5;58;ЛОЖЬ;ИСТИНА;;TitleLevel1;c0;b1;b23;ИСТИНА;ЛОЖЬ;Center;ИСТИНА;ИСТИНА;0;2;ЛОЖЬ;Level1;ЛОЖЬ;0;0;12;0
1;3;23;ЛОЖЬ;ЛОЖЬ;;TitleLevel23;b1;b23;c0;ЛОЖЬ;ЛОЖЬ;Left;ИСТИНА;ИСТИНА;0;1.5;ЛОЖЬ;Level2;ЛОЖЬ;0;0;2;0
3;27;242;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
3;21;175;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
4;24;235;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ИСТИНА;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
1;14;132;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-35.45
15;50;391;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-35.45
10;30;244;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-35.45
14;80;675;ЛОЖЬ;ЛОЖЬ;;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
4;26;206;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
1;11;73;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
14;31;250;ЛОЖЬ;ЛОЖЬ;;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
5;17;134;ЛОЖЬ;ЛОЖЬ;:;;c0;c0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
2;2;22;ИСТИНА;ЛОЖЬ;-;listLevel1;c0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
2;2;20;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
2;3;16;ЛОЖЬ;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
2;2;24;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
2;2;17;ИСТИНА;ЛОЖЬ;.;listLevel1;d0;d0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
8;51;400;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;b23;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
1;4;36;ЛОЖЬ;ЛОЖЬ;;TitleLevel23;c0;b23;c0;ИСТИНА;ЛОЖЬ;Left;ИСТИНА;ИСТИНА;0;1.5;ЛОЖЬ;Level2;ЛОЖЬ;0;0;2;0
9;31;267;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;c0;ЛОЖЬ;ЛОЖЬ;Left;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
7;38;274;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Left;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
10;48;430;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
9;51;449;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
7;46;439;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
2;12;118;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
7;41;362;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
3;30;227;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
5;56;450;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
2;15;134;ЛОЖЬ;ЛОЖЬ;:;;c0;c0;g1;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
1;7;45;ЛОЖЬ;ЛОЖЬ;;Рисунок;g1;h1;b23;ЛОЖЬ;ЛОЖЬ;Center;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
1;4;21;ЛОЖЬ;ЛОЖЬ;;TitleLevel23;h1;b23;c0;ЛОЖЬ;ЛОЖЬ;Left;ИСТИНА;ИСТИНА;0;1.5;ЛОЖЬ;Level2;ЛОЖЬ;0;0;2;0
2;16;132;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
23;177;1604;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
1;4;22;ЛОЖЬ;ЛОЖЬ;:;;c0;c0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
6;31;289;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
2;30;228;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
1;8;68;ЛОЖЬ;ЛОЖЬ;:;;c0;c0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
2;9;59;ЛОЖЬ;ЛОЖЬ;:;;d0;c0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
0;2;29;ЛОЖЬ;ЛОЖЬ;;;d0;b23;c0;ИСТИНА;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
7;35;309;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
1;7;69;ЛОЖЬ;ЛОЖЬ;:;;c0;c0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
7;29;223;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
5;33;206;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
4;27;176;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
17;45;370;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;b23;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
0;2;25;ЛОЖЬ;ЛОЖЬ;;;c0;b23;c0;ИСТИНА;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
15;41;326;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
2;24;233;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
16;75;579;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;g1;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
1;9;68;ЛОЖЬ;ЛОЖЬ;;Рисунок;g1;h1;c0;ЛОЖЬ;ЛОЖЬ;Center;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
1;6;40;ЛОЖЬ;ЛОЖЬ;:;;h1;c0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
13;38;284;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
9;19;169;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
8;25;181;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
11;39;325;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
4;24;223;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
9;37;318;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;g1;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
1;8;55;ЛОЖЬ;ЛОЖЬ;;Рисунок;g1;h1;b23;ЛОЖЬ;ЛОЖЬ;Center;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
0;2;25;ЛОЖЬ;ЛОЖЬ;;;h1;b23;c0;ИСТИНА;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
10;46;364;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
6;17;178;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
6;15;148;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
28;123;964;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
8;38;303;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
12;68;461;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
18;75;617;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
7;37;303;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
1;8;57;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;b23;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
1;2;13;ЛОЖЬ;ЛОЖЬ;;TitleLevel23;c0;b23;c0;ИСТИНА;ЛОЖЬ;Left;ИСТИНА;ИСТИНА;0;1.5;ЛОЖЬ;Level2;ЛОЖЬ;0;0;2;0
3;20;166;ЛОЖЬ;ЛОЖЬ;:;;b23;c0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
6;33;244;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
5;19;150;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
5;23;193;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
10;38;315;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
1;14;102;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
2;13;115;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;b23;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
1;2;14;ЛОЖЬ;ЛОЖЬ;;TitleLevel23;c0;b23;c0;ИСТИНА;ЛОЖЬ;Left;ИСТИНА;ИСТИНА;0;1.5;ЛОЖЬ;Level2;ЛОЖЬ;0;0;2;0
8;51;433;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;b23;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
1;4;31;ЛОЖЬ;ЛОЖЬ;;TitleLevel23;c0;b23;c0;ИСТИНА;ЛОЖЬ;Left;ИСТИНА;ИСТИНА;0;1.5;ЛОЖЬ;Level2;ЛОЖЬ;0;0;2;0
4;36;286;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;b23;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-36
