SpecialSymbolsCount;WordsCount;SymbolCount;lowercase;uppercase;LastSymbolPd;FirstKeyWord;PrevElementMark;CurElementMark;NextElementMark;FullBold;FullItalic;Alignment;KeepLinesTogether;KeepWithNext;1Indentation;LineSpacing;NoSpaceBetweenParagraphsOfSameStyle;OutlineLevel;PageBreakBefore;RightIndentation;SpaceAfter;SpaceBefore;SpecialIndentation
3;10;77;0;0;1;6;0;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
7;40;238;0;0;0;6;2;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
2;13;89;0;0;0;6;2;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
5;34;223;0;0;0;6;2;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
4;26;163;0;0;0;6;0;0;3;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
1;4;29;0;0;3;2;0;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;-35.45
1;5;50;0;0;1;6;3;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
1;8;56;0;0;0;6;2;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
1;6;50;0;0;0;6;0;0;4;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
1;6;37;0;0;3;3;4;5;3;0;0;2;0;0;0;1.5;0;0;0;0;0;0;-35.45
1;7;45;0;0;3;2;5;3;2;0;0;3;0;0;0;1;0;0;0;0;0;0;-35.45
5;12;73;0;0;1;1;3;2;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
3;10;65;0;0;1;1;2;2;2;0;0;3;0;0;0;1;0;0;0;0;0;0;-35.45
4;12;61;0;0;1;1;2;2;2;0;0;3;0;0;0;1;0;0;0;0;0;0;-35.45
12;29;174;0;0;1;1;2;2;2;0;0;3;0;0;0;1;0;0;0;0;0;0;-35.45
6;21;131;0;0;1;1;2;2;2;0;0;3;0;0;0;1;0;0;0;0;0;0;-35.45
4;7;40;0;0;1;1;2;2;2;0;0;3;0;0;0;1;0;0;0;0;0;0;-35.45
4;11;70;0;0;1;1;2;2;2;0;0;3;0;0;0;1;0;0;0;0;0;0;-35.45
6;14;88;0;0;1;1;2;2;2;0;0;3;0;0;0;1;0;0;0;0;0;0;-35.45
5;15;99;0;0;1;1;2;2;2;0;0;3;0;0;0;1;0;0;0;0;0;0;-35.45
5;11;65;0;0;1;1;2;2;2;0;0;3;0;0;0;1;0;0;0;0;0;0;-35.45
2;6;34;0;0;1;1;2;2;2;0;0;3;0;0;0;1;0;0;0;0;0;0;-35.45
4;10;55;0;0;1;1;2;2;0;0;0;3;0;0;0;1;0;0;0;0;0;0;-35.45
4;9;53;0;0;1;6;2;0;2;0;0;3;0;0;0;1;0;0;0;0;0;0;-35.45
5;24;174;0;0;1;1;0;2;2;0;0;3;0;0;0;1;0;0;0;0;0;0;-35.45
4;7;38;0;0;1;1;2;2;2;0;0;3;0;0;0;1;0;0;0;0;0;0;-35.45
2;5;29;0;0;1;1;2;2;2;0;0;3;0;0;0;1;0;0;0;0;0;0;-35.45
2;9;59;0;0;1;1;2;2;2;0;0;3;0;0;0;1;0;0;0;0;0;0;-35.45
3;12;86;0;0;1;1;2;2;2;0;0;3;0;0;0;1;0;0;0;0;0;0;-35.45
3;10;62;0;0;1;1;2;2;2;0;0;3;0;0;0;1;0;0;0;0;0;0;-35.45
4;23;156;0;0;1;1;2;2;2;0;0;3;0;0;0;1;0;0;0;0;0;0;-35.45
2;7;35;0;0;1;1;2;2;2;0;0;3;0;0;0;1;0;0;0;0;0;0;-35.45
5;29;188;0;0;1;1;2;2;2;0;0;3;0;0;0;1;0;0;0;0;0;0;-35.45
6;35;232;0;0;1;1;2;2;2;0;0;3;0;0;0;1;0;0;0;0;0;0;-35.45
5;22;136;0;0;1;1;2;2;2;0;0;3;0;0;0;1;0;0;0;0;0;0;-35.45
4;15;100;0;0;1;1;2;2;2;0;0;3;0;0;0;1;0;0;0;0;0;0;-35.45
3;11;68;0;0;3;1;2;2;2;0;0;3;0;0;0;1;0;0;0;0;0;0;-35.45
3;26;150;1;0;1;6;2;2;2;0;0;3;0;0;0;1;0;0;0;0;0;0;-35.45
2;10;71;0;0;1;1;2;2;2;0;0;3;0;0;0;1;0;0;0;0;0;0;-35.45
2;6;34;0;0;1;1;2;2;2;0;0;3;0;0;0;1;0;0;0;0;0;0;-35.45
3;11;75;0;0;1;1;2;2;2;0;0;3;0;0;0;1;0;0;0;0;0;0;-35.45
3;9;62;0;0;0;1;2;2;2;0;0;3;0;0;0;1;0;0;0;0;0;0;-35.45
3;6;40;0;0;1;1;2;2;3;0;0;3;0;0;0;1;0;0;0;0;0;0;-35.45
1;7;43;0;0;3;2;2;3;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
1;4;29;0;0;1;6;3;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
2;8;59;0;0;0;6;2;0;4;0;0;3;0;0;35.45;1.5;0;0;0;0;0;0;-35.45
1;8;50;0;0;3;3;4;5;3;0;0;2;0;0;0;1.5;0;0;0;0;0;0;-35.45
1;8;44;0;0;3;2;5;3;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
4;10;83;0;0;1;6;3;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
2;8;59;0;0;0;6;2;0;3;0;0;3;0;0;35.45;1.5;0;0;0;0;0;0;-35.45
1;4;28;0;0;3;2;0;3;0;0;0;3;0;1;0;1.5;0;2;0;0;0;0;-35.45
2;17;120;0;0;0;6;3;0;7;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
1;6;45;0;0;3;4;0;7;6;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
14;76;539;0;0;3;6;6;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
2;16;95;0;0;0;6;0;0;4;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
1;9;51;0;0;3;3;4;5;3;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
0;4;17;0;0;3;6;5;3;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
7;33;288;0;0;0;6;3;0;1;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
0;3;22;0;1;3;0;0;1;3;1;0;2;0;0;0;1;0;0;0;0;0;0;-35.45
1;3;17;0;0;3;2;1;3;0;1;0;3;0;0;0;1;0;0;0;0;0;0;-35.45
5;30;194;0;0;0;6;3;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
1;4;26;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
1;5;39;0;0;1;6;0;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
8;20;157;0;0;0;6;2;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
15;53;409;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
1;4;29;0;0;1;6;0;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
1;4;28;0;0;1;6;2;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
4;10;83;0;0;1;6;2;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
1;4;27;0;0;1;6;2;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
1;4;37;0;0;1;6;2;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
1;5;28;0;0;1;6;2;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
0;4;28;0;0;3;2;2;3;4;0;0;3;0;1;0;1.5;0;2;0;0;0;0;-35.45
2;5;29;0;0;1;3;4;5;4;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
2;8;53;0;0;1;3;4;5;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
1;8;62;0;0;3;6;5;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
3;2;15;1;0;1;6;0;0;4;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
3;6;39;0;0;1;3;4;5;4;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
2;5;30;0;0;1;3;4;5;4;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
5;7;51;0;0;1;3;4;5;4;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
4;8;54;0;0;1;3;4;5;4;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
3;9;57;0;0;1;3;4;5;4;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
2;8;44;0;0;1;3;4;5;4;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
2;7;43;0;0;1;3;4;5;4;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
5;14;75;0;0;1;3;4;5;4;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
0;4;17;0;0;3;6;4;1;0;0;0;3;0;1;0;1.5;0;1;0;0;0;0;-35.45
4;20;174;0;0;0;6;3;0;1;0;0;3;0;1;0;1.5;0;1;0;0;3;0;-35.45
0;1;10;0;0;3;6;0;1;0;1;0;2;0;1;0;1.5;0;1;0;0;0;0;-35.45
6;30;259;0;0;0;6;1;0;0;0;0;3;0;1;0;1.5;0;2;0;0;0;0;-35.45
1;7;51;0;0;1;6;0;0;2;1;0;3;0;1;0;1.5;0;2;0;0;0;0;-35.45
4;5;33;0;0;2;1;0;2;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
2;4;30;1;0;2;1;2;2;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
3;8;60;1;0;2;1;2;2;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
3;9;66;1;0;2;1;2;2;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
2;3;24;1;0;2;1;2;2;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
2;3;22;1;0;0;1;2;2;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
1;7;49;0;0;1;6;2;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
2;6;31;1;0;2;1;0;2;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
4;9;77;1;0;2;1;2;2;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
5;8;64;1;0;2;1;2;2;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
4;12;90;1;0;0;1;2;2;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
7;63;462;0;0;0;6;2;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
0;1;8;0;0;3;6;0;1;0;1;0;2;1;1;0;1.5;0;1;0;0;0;12;0
14;75;614;0;0;0;6;1;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
33;181;1499;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
39;245;1861;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
2;28;236;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
1;8;63;0;0;1;6;0;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
1;8;71;0;0;1;6;2;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
3;33;277;0;0;0;6;2;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
3;53;483;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
5;21;190;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
4;12;93;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
6;63;525;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
3;20;157;0;0;0;6;0;0;1;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
11;58;473;0;0;0;6;3;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
11;63;518;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
16;63;548;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
12;78;657;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
24;113;914;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
3;16;142;0;0;1;6;0;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
10;61;528;0;0;0;6;3;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
1;5;44;0;0;1;6;0;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
10;48;388;0;0;0;6;2;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
12;51;371;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
17;77;611;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
4;13;137;0;0;0;6;0;0;3;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
21;77;676;0;0;0;6;3;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
8;73;532;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
4;16;142;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
3;12;93;0;0;1;6;0;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
2;18;142;0;0;0;6;2;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
29;100;912;0;0;0;6;0;0;3;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
16;64;521;0;0;0;6;3;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
9;46;380;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
8;32;288;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
3;23;244;0;0;0;6;0;0;3;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
5;23;222;0;0;0;6;3;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
9;60;494;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
16;56;497;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
15;91;768;0;0;0;6;0;0;3;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
11;58;478;0;0;0;6;3;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
14;57;571;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
17;79;590;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
20;61;538;0;0;0;6;0;0;3;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
6;57;482;0;0;0;6;3;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
29;59;573;0;0;0;6;0;0;1;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
0;1;6;0;0;3;6;0;1;0;1;0;1;1;1;36;1.5;0;3;0;0;0;2;25.2
11;73;614;0;0;0;6;1;0;3;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
9;72;558;0;0;1;6;3;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
9;88;659;0;0;0;6;2;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
2;11;82;0;0;1;6;0;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
5;28;216;0;0;0;6;3;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
21;83;631;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
32;118;923;0;0;0;6;0;0;3;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
1;12;108;0;0;0;6;3;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
6;37;337;0;0;1;6;0;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
4;11;110;0;0;1;6;2;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
8;45;397;0;0;1;6;2;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
7;37;309;0;0;0;6;2;0;3;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
1;13;122;0;0;0;6;3;0;7;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
1;8;62;0;0;3;4;0;7;6;0;0;1;0;0;0;1.5;0;0;0;0;0;0;0
17;84;712;0;0;0;6;6;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
1;6;68;0;0;1;6;0;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
2;10;95;0;0;1;6;2;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
