SpecialSymbolsCount;WordsCount;SymbolCount;lowercase;uppercase;LastSymbolPd;FirstKeyWord;PrevElementMark;CurElementMark;NextElementMark;FullBold;FullItalic;Alignment;KeepLinesTogether;KeepWithNext;1Indentation;LineSpacing;NoSpaceBetweenParagraphsOfSameStyle;OutlineLevel;PageBreakBefore;RightIndentation;SpaceAfter;SpaceBefore;SpecialIndentation
3;10;93;0;0;1;6;3;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-18
4;26;213;0;0;0;6;2;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
9;36;345;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
4;22;198;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
9;45;394;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
4;38;332;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
4;36;262;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
1;17;155;0;0;0;6;0;0;3;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
12;75;564;0;0;0;6;3;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
9;33;273;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
6;27;196;0;0;1;6;0;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
9;59;476;0;0;1;6;2;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
7;47;383;0;0;1;6;3;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
26;136;1085;0;0;0;6;2;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
6;43;341;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
10;71;609;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
17;78;652;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
16;84;693;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
3;26;220;0;0;0;6;0;0;3;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
4;15;156;0;0;0;6;3;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
41;127;948;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
28;121;955;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
22;104;802;0;0;0;6;0;0;5;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
1;6;31;0;0;3;3;0;5;0;0;0;2;0;0;0;1.5;0;0;0;0;0;0;0
17;83;621;0;0;0;6;5;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
9;61;479;0;0;0;6;0;0;1;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
0;4;17;0;0;3;6;0;1;0;1;0;1;1;1;35.45;1.5;0;2;0;0;0;2;0
16;80;611;0;0;0;6;1;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
16;84;726;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
13;76;625;0;0;0;6;0;0;1;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
16;113;881;0;0;0;6;3;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
4;35;268;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
16;61;464;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
8;33;237;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
22;100;830;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
39;226;1740;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
29;169;1358;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
23;140;1044;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
29;188;1409;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
50;245;1810;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
31;200;1397;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
19;120;890;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
13;70;545;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
14;102;835;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
17;113;826;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
17;92;626;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
47;266;1872;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
6;45;333;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
8;40;317;0;0;1;6;0;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
5;42;287;0;0;0;6;2;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
9;82;566;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
4;47;352;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
11;62;452;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
15;91;678;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
5;42;328;0;0;0;6;0;0;3;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
3;19;171;0;0;1;6;3;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
15;75;571;0;0;0;6;2;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
5;39;303;0;0;1;6;0;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
6;28;179;0;0;0;6;2;0;7;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
1;9;64;0;0;3;4;0;7;6;0;0;1;0;0;0;1.5;0;0;0;0;0;0;0
11;59;418;0;0;0;6;6;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
31;170;1184;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
35;200;1424;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
31;159;1165;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
28;135;1057;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
2;12;94;0;0;1;6;0;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
4;11;76;0;0;0;6;2;0;4;0;0;3;0;0;35.4;1.5;0;0;0;0;0;0;0
1;7;54;0;0;3;3;4;5;3;0;0;2;0;0;0;1.5;0;0;0;0;0;0;0
9;51;395;0;0;0;6;3;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
3;30;238;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
3;21;175;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
3;28;214;0;0;0;6;0;0;4;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
1;7;37;0;0;3;3;4;5;0;0;0;2;0;0;0;1.5;0;0;0;0;0;0;0
6;40;280;0;0;0;6;5;0;4;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
1;5;27;0;0;3;3;4;5;0;0;0;2;0;0;0;1.5;0;0;0;0;0;0;0
13;68;550;0;0;0;6;5;0;4;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
1;10;80;0;0;3;3;4;5;0;0;0;2;0;0;0;1.5;0;0;0;0;0;0;0
15;99;758;0;0;0;6;5;0;4;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
1;11;84;0;0;3;3;4;5;0;0;0;2;0;0;0;1.5;0;0;0;0;0;0;0
18;112;876;0;0;0;6;5;0;4;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
1;10;81;0;0;3;3;4;5;1;0;0;2;0;0;0;1.5;0;0;0;0;0;0;0
0;4;17;0;0;3;6;5;1;0;1;0;1;1;1;35.45;1.5;0;2;0;0;0;2;0
3;30;248;0;0;1;6;1;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
16;74;584;0;0;0;6;2;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
9;38;314;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
1;17;135;0;0;0;6;0;0;1;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
5;42;304;0;0;0;6;1;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
12;84;656;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
12;91;681;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
21;114;918;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
8;37;331;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
1;17;144;0;0;1;6;0;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
3;25;214;0;0;0;6;2;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
6;45;302;0;0;0;6;0;0;3;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
1;9;84;0;0;0;6;3;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
4;23;192;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
7;58;457;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
28;121;922;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
22;152;1139;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
30;187;1501;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
38;235;1823;0;0;0;6;0;0;3;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
6;44;343;0;0;0;6;3;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
14;75;610;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
1;5;38;0;0;1;6;0;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
3;28;193;0;0;0;6;2;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
3;30;206;0;0;0;6;0;0;7;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
1;7;51;0;0;3;4;0;7;6;0;0;1;0;0;0;1.5;0;0;0;0;0;0;0
11;58;390;0;0;0;6;6;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
2;14;152;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
6;44;304;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
1;7;47;0;0;1;6;0;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
20;134;1054;0;0;0;6;2;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
1;11;94;0;0;0;6;0;0;7;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
1;9;65;0;0;3;4;0;7;6;1;0;Right;0;0;0;1.5;0;0;0;0;0;0;0
12;79;578;0;0;0;6;6;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
10;67;552;0;0;0;6;0;0;3;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
13;102;736;0;0;0;6;3;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
11;63;508;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
7;61;443;0;0;0;6;0;0;7;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
1;8;56;0;0;3;4;0;7;6;0;0;1;0;0;0;1.5;0;0;0;0;0;0;0
5;29;239;0;0;0;6;6;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
11;81;599;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
10;57;428;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
3;34;257;0;0;0;6;0;0;7;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
1;6;51;0;0;3;4;0;7;6;0;0;1;0;0;0;1.5;0;0;0;0;0;0;0
20;116;835;0;0;0;6;6;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
4;33;253;0;0;0;6;0;0;7;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
1;6;57;0;0;3;4;0;7;6;0;0;1;0;0;0;1.5;0;0;0;0;0;0;0
11;77;574;0;0;0;6;6;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
9;63;492;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
3;46;366;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
10;55;419;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
4;22;204;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
1;6;43;0;0;1;6;0;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
12;81;550;0;0;0;6;2;0;7;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
1;7;56;0;0;3;4;0;7;6;0;0;1;0;0;0;1.5;0;0;0;0;0;0;0
18;80;609;0;0;0;6;6;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
6;55;435;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
8;41;325;0;0;0;6;0;0;3;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
13;71;478;0;0;0;6;3;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
21;109;845;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
17;81;595;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
17;75;521;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
23;98;731;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
6;23;151;0;0;1;6;0;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
5;59;436;0;0;0;6;2;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
21;93;652;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
8;58;452;0;0;0;6;0;0;4;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
1;9;61;0;0;3;3;4;5;4;1;0;2;0;0;0;1.5;0;0;0;0;0;0;0
1;9;61;0;0;3;3;4;5;0;1;0;2;0;0;0;1.5;0;0;0;0;0;0;0
12;58;366;0;0;0;6;5;0;0;0;0;3;0;0;35.4;1.5;0;0;0;0;0;0;-35.4
4;34;243;0;0;0;6;0;0;4;0;0;3;0;0;35.4;1.5;0;0;0;0;0;0;-35.4
1;9;62;0;0;3;3;4;5;0;1;0;2;0;0;0;1.5;0;0;0;0;0;0;0
9;64;479;0;0;0;6;5;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
9;52;397;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
6;39;321;0;0;0;6;0;0;3;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
8;40;315;0;0;0;6;3;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
5;37;305;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
7;69;541;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
4;18;128;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
4;36;267;0;0;0;6;0;0;4;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
1;5;41;0;0;3;3;4;5;0;1;0;2;0;0;0;1.5;0;0;0;0;0;0;0
17;70;529;0;0;0;6;5;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
11;59;432;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
13;85;679;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
6;33;255;0;0;0;6;0;0;1;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
0;4;17;0;0;3;6;0;1;0;1;0;1;1;1;35.45;1.5;0;2;0;0;0;2;0
7;38;295;0;0;0;6;1;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
2;28;268;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
6;53;466;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
3;22;172;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
3;27;223;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
6;39;300;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
9;45;347;0;0;0;6;0;0;1;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
0;1;10;0;0;3;6;0;1;0;1;0;2;1;1;0;1.5;0;1;0;0;0;12;0
9;74;567;0;0;0;6;1;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
10;49;389;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
6;57;429;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
8;80;648;0;0;1;6;0;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
8;53;408;0;0;0;6;2;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
19;110;855;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
4;32;226;0;0;0;6;0;0;1;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.4
0;1;8;0;1;3;6;0;1;0;1;0;2;0;1;0;1.5;0;1;1;0;0;0;0
5;25;247;0;0;0;6;1;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
15;56;521;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
8;27;291;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
19;117;1035;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
2;17;166;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
1;8;63;0;0;1;6;0;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
4;7;95;0;0;0;1;0;2;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
2;9;74;0;0;0;1;2;2;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
2;8;75;0;0;0;1;2;2;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
3;6;86;0;0;0;6;2;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
3;5;76;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
5;36;329;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
2;6;52;0;0;1;6;0;0;2;1;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
4;43;422;0;0;0;6;3;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
18;34;315;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
5;34;342;0;0;1;6;0;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
7;33;291;0;0;0;6;2;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
18;57;581;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
9;27;277;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
8;38;395;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
5;32;309;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
19;80;869;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
2;11;142;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
12;60;600;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
8;38;389;0;0;0;6;0;0;4;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
0;9;58;0;1;3;7;0;4;5;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
2;6;61;0;0;3;3;4;5;0;0;0;2;0;0;0;1.5;0;0;0;0;0;0;-35.45
4;17;175;0;0;1;6;5;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
3;17;164;0;0;0;6;2;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
11;30;282;0;0;0;6;0;0;3;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
16;73;595;0;0;0;6;3;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
15;76;668;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
12;60;537;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
41;113;920;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
1;12;87;0;0;0;6;0;0;3;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
2;9;100;0;0;3;2;0;3;0;1;0;3;0;0;0;1.5;0;2;0;0;0;0;-35.45
6;22;233;0;0;1;6;3;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
5;45;354;0;0;0;6;8;0;0;0;0;3;0;0;0;1.5;1;0;0;0;0;0;-35.45
4;30;258;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
4;23;202;0;0;0;6;0;0;4;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
1;11;90;0;0;3;3;4;5;0;0;0;2;0;0;0;1.079166667;0;0;0;0;8;0;0
7;45;379;0;0;0;6;5;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
14;51;459;0;0;0;6;0;0;4;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
1;8;61;0;0;3;3;4;5;1;0;0;2;0;0;0;1.079166667;0;0;0;0;8;0;0
0;4;17;0;1;3;6;5;1;0;1;0;2;0;0;0;1.5;0;2;0;0;0;0;-35.45
7;42;357;0;0;0;6;1;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
6;39;352;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
2;27;206;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
8;49;493;0;0;0;6;0;0;1;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
22;41;344;0;0;0;6;3;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
2;16;163;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
4;16;162;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
5;42;412;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
2;19;184;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
18;96;737;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
1;24;201;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
19;56;481;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
16;55;489;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
12;53;452;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
3;14;117;0;0;0;6;0;0;7;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
3;9;77;0;0;3;4;0;7;6;0;0;3;0;0;0;1.5;0;0;0;0;0;0;0
2;5;44;0;0;3;2;6;3;0;1;0;3;0;0;0;1.5;0;2;0;0;0;0;-35.45
37;198;1709;0;0;0;6;3;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
12;37;324;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
15;71;660;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;8;0;-35.45
1;14;122;0;0;1;6;0;0;2;0;0;3;0;0;0;1.5;0;0;0;0;8;0;-35.45
2;19;178;0;0;0;6;2;0;0;0;0;3;0;0;0;1.5;1;0;0;0;0;0;-35.45
4;34;304;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
2;21;202;0;0;0;6;0;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
4;24;236;0;0;0;6;0;0;3;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
2;5;52;0;0;3;2;0;3;0;1;0;3;0;0;0;1.5;0;2;0;0;0;0;-35.45
4;17;180;0;0;1;6;3;0;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
10;23;216;0;0;0;1;0;2;2;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
12;24;223;0;0;0;1;2;2;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
7;55;474;0;0;0;6;2;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
21;139;888;0;0;0;6;0;0;7;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
3;13;97;0;0;3;4;0;7;6;0;0;3;0;0;0;1.5;0;0;0;0;0;0;0
7;48;398;0;0;0;6;6;0;0;0;0;3;0;0;0;1.5;0;0;0;0;0;0;-35.45
